Product (WPN);Datasheet;OPN;Price;Description;Channel Polarity;Configuration;V(BR)DSS Min (V);RDS(on) @ VGS = 10 V (mΩ)†;ID Max (A);Qg @ VGS = 10 V (nC)†;VGS Max (V);Technology;Package Type;Ciss Typ (pF);VGS(th) Max (V);PD Max (W);RDS(on) Max @ VGS = 2.5 V  (mΩ);RDS(on) Max @ VGS = 4.5 V  (mΩ);Qg Typ @ VGS = 4.5 V (nC);Coss Typ (pF);Crss Typ (pF);Qgd Typ @ VGS = 4.5 V (nC);Qrr Typ (nC);Qualification;Tj Max (°C);AEC Qualified;PPAP Capable;Halide Free;Lead Free;Status
FDMS007N08LC;https://www.onsemi.com/download/data-sheet/pdf/FDMS007N08LC-D.PDF;FDMS007N08LC;0.86;Power MOSFET 80V Single N Channel, 84A, 6.7mΩ in Power 56  Package.;N-Channel;Single;80;6.7;84;33;20;Silicon;PQFN-8;2227;2.5;2.5;;9.9;16;520;27;4;24;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMYS021N06CL;https://www.onsemi.com/download/data-sheet/pdf/NTMYS021N06CL-D.PDF;NTMYS021N06CLTWG;1.62;Power MOSFET 60 V, 26 A, 21Ω Single N-Channel;N-Channel;Single;60;21;26;5;20;Silicon;LFPAK-4;410;2;28;;31.5;2.5;210;7;;7;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDWS86369_F085;https://www.onsemi.com/download/data-sheet/pdf/FDWS86369_F085-D.PDF;FDWS86369-F085;0.57;N-Channel PowerTrench<sup>®</sup> MOSFET 80V, 65A, 7.5mΩ;N-Channel;Single;80;7.5;65;35;20;Silicon;DFNW-8;2470;4;107;;;;400;14;;44;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDD86367_F085;https://www.onsemi.com/download/data-sheet/pdf/FDD86367_F085-D.PDF;FDD86367-F085;0.76;N-Channel PowerTrench<sup>®</sup> MOSFET 80V, 100A, 4.2 mΩ,;N-Channel;Single;80;4.2;100;68;20;Silicon;DPAK-3 / TO-252-3;4840;4;227;;;;814;31;14;66;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTTFS5C466NL;https://www.onsemi.com/download/data-sheet/pdf/NTTFS5C466NL-D.PDF;NTTFS5C466NLTAG;0.90;Single N−Channel Power MOSFET 40V, 51 A, 7.3mΩ, 1500/Tape & Reel;N-Channel;Single;40;7.3;51;7;20;Silicon;WDFN-8 / u8FL;880;2.2;38;;12;4.5;340;16;2.5;6;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMYS2D9N04CL;https://www.onsemi.com/download/data-sheet/pdf/NTMYS2D9N04CL-D.PDF;NTMYS2D9N04CLTWG;1.40;Power MOSFET, 40 V, 2.8 mOhm, 110 A, Single N-Channel;N-Channel;Single;40;2.8;110;35;20;Silicon;LFPAK-4;2100;2;3.7;;4.4;16;1000;42;5;31;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMS4177P;https://www.onsemi.com/download/data-sheet/pdf/NTMS4177P-D.PDF;NTMS4177PR2G;0.41;Power MOSFET -30V -11.4A 19 mOhm Single P-Channel SO-8;P-Channel;Single;-30;12;-11.4;29;20;Silicon;SOIC-8;3100;2.5;1.52;;19;36;550;370;13;30;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS006N12MC;https://www.onsemi.com/download/data-sheet/pdf/NTMFS006N12MC-D.PDF;NTMFS006N12MCT1G;1.26;Power MOSFET, 120V Single N channel 93A, 6m Ohm in Power56 package;N-Channel;Single;120;6;93;42;20;Silicon;SO-8FL / DFN-5;3365;4;2.7;;;;1490;5.8;6.3;161;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMC3612-L701;https://www.onsemi.com/download/data-sheet/pdf/FDMC3612-D.PDF;FDMC3612-L701;0.37;N-Channel Power Trench<sup>®</sup> MOSFET 100V, 12A, 110mΩ;N-Channel;Single;100;110;12;14.4;20;Silicon;WDFN-8;880;4;2.3;;;;55;35;3.7;37;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFSC2D9N08H;https://www.onsemi.com/download/data-sheet/pdf/NTMFSC2D9N08H-D.PDF;NTMFSC2D9N08H;1.32;MOSFET - Power, Single, N-Channel, DUAL COOLTM, DFN8 5x6. 15, 80V, 2.9m, 154A;N-Channel;Single;80;2.9;154;68;20;Silicon;DFN-8;4380;4;166;;;;610;16;;81;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS5C670NT;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C670N-D.PDF;NTMFS5C670NT1G;0.68;Single N−Channel Power MOSFET 60V, 71A, 7.0mΩ;N-Channel;Single;60;7;71;14.4;20;Silicon;SO-8FL / DFN-5;1035;4;3.6;;;;680;8.5;1.5;31;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMJS1D3N04C;https://www.onsemi.com/download/data-sheet/pdf/NVMJS1D3N04C-D.PDF;NVMJS1D3N04CTWG;1.23;Power MOSFET, Single N-Channel, 40 V, 1.3 mOhm, 235 A;N-Channel;Single;40;1.3;235;65;20;Silicon;LFPAK-8;4300;3.5;128;;;;2100;59;;92;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDMC8032L;https://www.onsemi.com/download/data-sheet/pdf/FDMC8032L-D.PDF;FDMC8032L;0.36;Dual N-Channel PowerTrench<sup>®</sup> MOSFET 40V, 7A, 20mΩ;N-Channel;Dual;40;20;7;3.6;20;Silicon;WDFN-8;513;3;12;;27;7;137;9.3;1;3.9;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS4C029N;https://www.onsemi.com/download/data-sheet/pdf/NTMFS4C029N-D.PDF;NTMFS4C029NT3G;0.46;Single N−Channel Power MOSFET 30 V, 46 A, 5.88mΩ;N-Channel;Single;30;5.88;46;18.9;20;Silicon;SO-8FL / DFN-5;987;2.2;0.69;;9;15;574;162;3.7;13.7;Standard;;FALSE;FALSE;TRUE;TRUE;Active
2V7002K;https://www.onsemi.com/download/data-sheet/pdf/2N7002K-D.PDF;2V7002KT1G;0.04;N-Channel Small Signal MOSFET 60V, 380mA, 1.6Ω;N-Channel;Single;60;1600;0.38;0.7;20;Silicon;SOT-23-3;;2.3;0.42;;2500;;;2.2;0.1;;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
2V7002W;https://www.onsemi.com/download/data-sheet/pdf/2N7002W-D.PDF;2V7002WT1G;0.05;N-Channel Small Signal MOSFET 60V, 340mA, 1.6Ω;N-Channel;Single;60;1600;0.34;0.7;20;Silicon;SC-70-3 / SOT-323-3;;2.5;0.28;;2500;;;2.2;0.1;;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMTS1D5N08H;https://www.onsemi.com/download/data-sheet/pdf/NVMTS1D5N08H-D.PDF;NVMTS1D5N08H;2.32;MOSFET - Power, Single N-Channel, 80 V, 1.4 mΩ, 273 A;N-Channel;Single;80;1.4;273;125;20;Silicon;DFNW-8;8220;4;258;;;;1190;31;;146;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMFD5C466NL;https://www.onsemi.com/download/data-sheet/pdf/NTMFD5C466NL-D.PDF;NTMFD5C466NLT1G;1.34;Dual N-Channel Power MOSFET 40V, 52A, 7.4mΩ;N-Channel;Dual;40;7.4;52;16;20;Silicon;SO-8FL Dual / DFN-8;997;2.2;40;;12.6;7;354;13;2.2;8;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS7D8N10G;https://www.onsemi.com/download/data-sheet/pdf/NTMFS7D8N10G-D.PDF;NTMFS7D8N10GTWG;1.48;N-Channel Shielded Gate PowerTrench® MOSFET 100V, 110A, 7.6mΩ;N-Channel;Single;100;7.6;110;92;20;Silicon;PQFN-8;6180;4;3;;;;;99;26;177;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMA8051L;https://www.onsemi.com/download/data-sheet/pdf/FDMA8051L-D.PDF;FDMA8051L;0.37;Single N-Channel PowerTrench<sup>®</sup> MOSFET 40V, 10A, 14mΩ;N-Channel;Single;40;14;10;6.4;20;Silicon;WDFN-6;901;3;2.4;;18;2.7;251;16;1.8;6.7;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMYS1D3N04C;https://www.onsemi.com/download/data-sheet/pdf/NVMYS1D3N04C-D.PDF;NVMYS1D3N04CTWG;1.28;Power MOSFET, Single N-Channel, 40 V, 1.15Ω, 252 A;N-Channel;Single;40;1.15;252;75;20;Silicon;LFPAK-4;4855;3.5;134;;;;2565;71;;105;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDD86250_F085;https://www.onsemi.com/download/data-sheet/pdf/FDD86250_F085-D.PDF;FDD86250-F085;0.84;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 150 V, 50 A, 22 mΩ;N-Channel;Single;150;19.4;50;28;20;Silicon;DPAK-3 / TO-252-3;1900;4;160;;;;169;10;;237;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTBGS3D5N06C;https://www.onsemi.com/download/data-sheet/pdf/NTBGS3D5N06C-D.PDF;NTBGS3D5N06C;1.75;Power MOSFET, 60 V, 3.7 mΩ, 127A, Single N−Channel, D2PAK7;N-Channel;Single;60;4.1;127;39;20;Silicon;D2PAK7 (TO-263-7LD) 15.4x9.9x4.5;2430;4;3.7;;;;1290;21;4.5;52;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMYS4D1N06CL;https://www.onsemi.com/download/data-sheet/pdf/NTMYS4D1N06CL-D.PDF;NTMYS4D1N06CLTWG;2.11;Power MOSFET, 60 V, 4.0 mOhms, 100 A, Single N-Channel;N-Channel;Single;60;4;100;34;20;Silicon;LFPAK-4;2200;2;3.7;;5.7;16;900;17;5.1;32;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFD5C674NL;https://www.onsemi.com/download/data-sheet/pdf/NTMFD5C674NL-D.PDF;NTMFD5C674NLT1G;1.37;Power MOSFET, Dual N-Channel, 60V, 42A, 14.4 mΩ;N-Channel;Dual;60;14.4;42;10;20;Silicon;SO-8FL Dual / DFN-8;640;2.2;37;;20.4;4.7;313;7.7;1;11.2;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTTFS024N06C;https://www.onsemi.com/download/data-sheet/pdf/NTTFS024N06C-D.PDF;NTTFS024N06CTAG;0.42;Single N-Channel Power MOSFET 60V, 24A, 22.6mΩ;N-Channel;Single;60;22.6;24;5.7;20;Silicon;WDFN-8 / u8FL;333;4;28;;;;225;5.05;;11;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS7D5N15MC;https://www.onsemi.com/download/data-sheet/pdf/NTMFS7D5N15MC-D.PDF;NTMFS7D5N15MC;2.12;N-Channel Shielded Gate PowerTrench® MOSFET 150V, 95.6A, 7.9mΩ;N-Channel;Single;150;7.9;95.6;46;20;Silicon;PQFN-8;3835;4.5;3.3;;;;1070;11;7;111;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFS6H818N;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H818N-D.PDF;NVMFS6H818NT1G;1.06;Single N-Channel Power MOSFET 80V, 123A, 3.7mΩ, 1500 / Tape & Reel;N-Channel;Single;80;3.7;123;46;20;Silicon;SO-8FL / DFN-5;3100;4;136;;;;440;20;;55;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS5C426N;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C426N-D.PDF;NVMFS5C426NWFAFT1G;1.22;Single N-Channel Power MOSFET 40V, 235A, 1.3mΩ;N-Channel;Single;40;1.3;235;65;20;Silicon;DFNW5 5x6;4300;3.5;128;;;;2100;59;12;92;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDB86563_F085;https://www.onsemi.com/download/data-sheet/pdf/FDB86563_F085-D.PDF;FDB86563-F085;1.58;N-Channel PowerTrench<sup>®</sup> MOSFET, 60V, 110A, 1.8mΩ;N-Channel;Single;60;1.8;110;126;20;Silicon;D2PAK-3 / TO-263-2;10100;4;333;;;;2355;186;18;150;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMYS014N06CL;https://www.onsemi.com/download/data-sheet/pdf/NTMYS014N06CL-D.PDF;NTMYS014N06CLTWG;1.68;Power MOSFET 60 V, 42 A, 14.5Ω Single N-Channel;N-Channel;Single;60;14.5;42;10;20;Silicon;LFPAK-4;640;2.2;3.1;;20.54;4.7;313;7.7;1;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVCR4LS1D3N08M7A;https://www.onsemi.com/download/data-sheet/pdf/NVCR4LS1D3N08M7A-D.PDF;NVCR4LS1D3N08M7A;'-;Power MOSFET, N-Channel, 80 V, 1.27 mΩ, Bare Die;N-Channel;Single;80;1.27;371;172;20;Silicon;;12800;4;429;;;;1925;139;;205;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDMC010N08C;https://www.onsemi.com/download/data-sheet/pdf/FDMC010N08C-D.PDF;FDMC010N08C;1.28;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 80 V, 51 A, 10 mΩ,;N-Channel;Single;80;10;51;15;20;Silicon;PQFN-8;1070;4;2.4;;25;10;381;20;3;20;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDWS86368_F085;https://www.onsemi.com/download/data-sheet/pdf/FDWS86368_F085-D.PDF;FDWS86368-F085;0.86;N-Channel PowerTrench<sup>®</sup> MOSFET 80V, 80A, 4.5mΩ;N-Channel;Single;80;4.5;80;57;20;Silicon;DFNW-8;4350;4;214;;;;636;20;;49;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVF5P03;https://www.onsemi.com/download/data-sheet/pdf/NTF5P03T3-D.PDF;NVF5P03T3G;0.43;P−Channel Power MOSFET -30V, -5.2A, 100mΩ, Automotive Version of the NTF5P03.;P-Channel;Single;-30;100;5.2;15;20;Silicon;SOT-223-4 / TO-261-4D;500;-3;3.13;;150;;153;58;;36;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDPF035N06B-F154;https://www.onsemi.com/download/data-sheet/pdf/FDPF035N06B-F154-D.PDF;FDPF035N06B-F154;1.32;N-Channel PowerTrench® MOSFET;N-Channel;Single;60;3.5;88;76;20;Silicon;TO-220 FULLPACK, 3-LEAD (ULTRA NARROW LEAD);6035;4;46.3;;;;1685;55;;78;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDD4141;https://www.onsemi.com/download/data-sheet/pdf/FDD4141-D.pdf;FDD4141;0.36;P-Channel PowerTrench<sup>®</sup> MOSFET, -40V, -50A, 12.3mΩ;P-Channel;Single;-40;12.3;-50;19;20;Silicon;DPAK-3 / TO-252-3;2058;-3;69;;18;;360;210;8;26;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS0D8N02P1E;https://www.onsemi.com/download/data-sheet/pdf/NTMFS0D8N02P1E-D.PDF;NTMFS0D8N02P1ET1G;1.47;MOSFET, Power, 25V Single N-Channel, SO-8FL;N-Channel;Single;25;0.68;380;116;16;Silicon;SO-8FL / DFN-5;8600;2;139;;0.84;52;2285;129;21;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTTFS016N06C;https://www.onsemi.com/download/data-sheet/pdf/NTTFS016N06C-D.PDF;NTTFS016N06CTAG;0.47;Single N-Channel Power MOSFET 60V, 32A, 16.3mΩ;N-Channel;Single;60;16.3;32;6.9;20;Silicon;WDFN-8 / u8FL;489;4;36;;;;319;5.8;;15;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVGS5120P;https://www.onsemi.com/download/data-sheet/pdf/NTGS5120P-D.PDF;NVGS5120PT1G;0.45;Single P-Channel Power MOSFET -60V, -2.9A, 111mΩ;P-Channel;Single;-60;111;-3;18.1;20;Silicon;TSOP-6;942;-3;1.5;;;;72;48;3.6;15.1;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDMA86551L;https://www.onsemi.com/download/data-sheet/pdf/FDMA86551L-D.pdf;FDMA86551L;0.40;Single N-Channel PowerTrench<sup>®</sup> MOSFET 60V, 7.5A, 23mΩ;N-Channel;Single;60;23;7.5;5.8;20;Silicon;WDFN-6;881;3;2.4;;35;22;182;6.1;1.4;9.7;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDBL86366_F085;https://www.onsemi.com/download/data-sheet/pdf/FDBL86366_F085-D.PDF;FDBL86366-F085;1.34;N-Channel PowerTrench<sup>®</sup> MOSFET, 80V, 220A, 3.0mΩ;N-Channel;Single;80;3;220;86;20;Silicon;TO-LL 8L;6320;4;300;;3;;1030;32;18;95;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMFS5H431NL;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5H431NL-D.PDF;NTMFS5H431NLT1G;0.45;Single N-Channel Power MOSFET 40V, 110A, 3.3mΩ;N-Channel;Single;40;3.3;110;27;20;Silicon;SO-8FL / DFN-5;1800;2;3;;4.7;14;440;25;4.5;;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFS5C426N;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C426N-D.PDF;NVMFS5C426NAFT1G;1.41;Single N-Channel Power MOSFET 40V, 235A, 1.3mΩ;N-Channel;Single;40;1.3;235;65;20;Silicon;SO-8FL / DFN-5;4300;3.5;128;;;;2100;59;12;92;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS6H818N;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H818N-D.PDF;NVMFS6H818NWFT1G;1.26;Single N-Channel Power MOSFET 80V, 123A, 3.7mΩ, 1500 / Tape & Reel. Wettable Flank;N-Channel;Single;80;3.7;123;46;20;Silicon;DFNW5 5x6 (FULL-CUT SO8FL WF);3100;4;136;;;;440;20;;55;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
FDMC007N08LCDC;https://www.onsemi.com/download/data-sheet/pdf/FDMC007N08LCDC-D.PDF;FDMC007N08LCDC;1.32;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 80 V, 64A, 6.8mΩ;N-Channel;Single;80;6.8;64;31;20;Silicon;PQFN-8;2195;2.5;3;;11.1;15;521;25;4;24;Standard;;FALSE;FALSE;TRUE;TRUE;Active
MVMBF0201NL;https://www.onsemi.com/download/data-sheet/pdf/MMBF0201NLT1-D.PDF;MVMBF0201NLT1G;0.22;20V 300mA 1 Ohm Single N-Channel SOT-23 Logic Level;N-Channel;Single;20;1000;0.3;1.4;20;Silicon;SOT-23-3;45;2.4;0.225;;1400;61.5;25;5;;;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMJS1D5N04CL;https://www.onsemi.com/download/data-sheet/pdf/NTMJS1D5N04CL-D.PDF;NTMJS1D5N04CLTWG;1.93;Power MOSFET 40 V, 1.55 mΩ, 185 A, Single N-Channel;N-Channel;Single;40;1.55;185;70;20;Silicon;LFPAK-8;4300;2;107;;2.44;32;1900;72;9;80;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS016N06C;https://www.onsemi.com/download/data-sheet/pdf/NTMFS016N06C-D.PDF;NTMFS016N06CT1G;0.56;Single N-Channel Power MOSFET 60V, 33A, 15.6mΩ;N-Channel;Single;60;15.6;33;6.9;20;Silicon;SO-8FL / DFN-5;489;4;36;;;;319;5.7;;15;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTTFS8D1N08H;https://www.onsemi.com/download/data-sheet/pdf/NTTFS8D1N08H-D.PDF;NTTFS8D1N08HTAG;0.53;Single N−Channel Power MOSFET 80V, 61A, 8.3mΩ;N-Channel;Single;80;8.3;61;23;20;Silicon;WDFN-8;1450;4;3.2;;;;776;46;4.2;46.8;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMTSC1D3N08M7;https://www.onsemi.com/download/data-sheet/pdf/NVMTSC1D3N08M7-D.PDF;NVMTSC1D3N08M7TXG;2.38;Single N-Channel Power MOSFET 80V, 348A, 1.25 m ohm;N-Channel;Single;80;1.25;348;196;20;Silicon;DFNW-8;14530;4;287;;;;2047;106;;152;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTTFS5C673NL;https://www.onsemi.com/download/data-sheet/pdf/NTTFS5C673NL-D.PDF;NTTFS5C673NLTAG;0.64;Power MOSFET 60V, 50A, 9.3 mOhm, Single N-Channel, u8FL, Logic Level;N-Channel;Single;60;9.3;50;9.5;20;Silicon;WDFN-8 / u8FL;880;2;46;;13.3;10.5;450;11;0.8;18;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTTFS5C673NL;https://www.onsemi.com/download/data-sheet/pdf/NTTFS5C673NL-D.PDF;NTTFS5C673NLTWG;0.64;Power MOSFET 60V, 50A, 9.3 mOhm, Single N-Channel, u8FL, Logic Level;N-Channel;Single;60;9.3;50;9.5;20;Silicon;WDFN-8 / u8FL;880;2;46;;13.3;10.5;450;11;0.8;18;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTTFS5CS73NL;https://www.onsemi.com/download/data-sheet/pdf/NTTFS5CS73NL-D.PDF;NTTFS5CS73NLTAG;0.64;Power MOSFET 60V, 50A, 9.3 mOhm, Single N-Channel, u8FL, Logic Level;N-Channel;Single;60;9.3;50;9.5;20;Silicon;WDFN-8 / u8FL;880;2;46;;13.3;4.5;450;11;0.8;18;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTTFS4C13N;https://www.onsemi.com/download/data-sheet/pdf/NTTFS4C13N-D.PDF;NTTFS4C13NTAG;0.34;Single N-Channel Power MOSFET 30V, 38A, 9.4mΩ;N-Channel;Single;30;9.4;38;3.7;20;Silicon;WDFN-8 / u8FL;770;2.1;21.5;;14;8.7;443;127;3.7;9.7;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTTFS5CS73NL;https://www.onsemi.com/download/data-sheet/pdf/NTTFS5CS73NL-D.PDF;NTTFS5CS73NLTWG;0.64;Power MOSFET 60V, 50A, 9.3 mOhm, Single N-Channel, u8FL, Logic Level;N-Channel;Single;60;9.3;50;9.5;20;Silicon;WDFN-8 / u8FL;880;2;46;;13.3;4.5;450;11;0.8;18;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS5C677NL;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C677NL-D.PDF;NTMFS5C677NLT1G;3.86;Power MOSFET, Single N-Channel, 60 V, 36 A, 15.0 mΩ;N-Channel;Single;60;15;36;9.7;20;Silicon;SO-8FL / DFN-5;620;2;3.5;;21.5;4.5;340;7;1;11.6;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDMS3D5N08LC;https://www.onsemi.com/download/data-sheet/pdf/FDMS3D5N08LC-D.PDF;FDMS3D5N08LC;1.42;Power MOSFET 80V Single N Channel, 136A, 3.5mΩ in Power 56  Package.;N-Channel;Single;80;3.5;136;59;20;Silicon;PQFN-8;4375;2.5;2.5;;5.1;28;1025;39;7;86;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTR4503N;https://www.onsemi.com/download/data-sheet/pdf/NTR4503N-D.PDF;NTR4503NT1G;0.09;Single N-Channel Power MOSFET 30V, 2.5A, 110mΩ, Small Signal MOSFET 30V 2.5A 140 mOhm Single N-Channel SOT-23;N-Channel;Single;30;85;0.14;3.6;20;Silicon;SOT-23-3;135;3;0.73;;105;1;52;15;0.7;4;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS6H800NL;https://www.onsemi.com/download/data-sheet/pdf/NTMFS6H800NL-D.PDF;NTMFS6H800NLT1G;1.44;Single N-Channel Power MOSFET 80V, 224A, 1.8mΩ;N-Channel;Single;80;1.8;224;112;20;Silicon;DFN5 5x6, 1.27P (SO−8FL);6900;3.5;3.9;;2.4;53;800;22;17;110;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFS6H801N;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H801N-D.PDF;NVMFS6H801NT1G;1.03;Single N-Channel Power MOSFET 80V , 157 A, 2.8 mΩ, 1500 / Tape & Reel;N-Channel;Single;80;2.8;157;64;20;Silicon;SO-8FL / DFN-5;4120;4;166;;;;586;22;;98;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS6H801N;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H801N-D.PDF;NVMFS6H801NWFT1G;1.03;Single N-Channel Power MOSFET 80V , 157 A, 2.8 mΩ, 1500 / Tape & Reel. Wettable Flank;N-Channel;Single;80;2.8;157;64;20;Silicon;DFNW5 5x6 (FULL-CUT SO8FL WF);4120;4;166;;;;586;22;;98;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTTFS008N04C;https://www.onsemi.com/download/data-sheet/pdf/NTTFS008N04C-D.PDF;NTTFS008N04CTAG;0.38;Power MOSFET, Single N-Channel, 40 V, 8.5 mOhms, 48 A;N-Channel;Single;40;8.5;48;10;20;Silicon;WDFN-8 / u8FL;625;3.5;3.1;;;;335;15;1.8;11;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFS5C406NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C406NL-D.PDF;NVMFS5C406NLT1G;1.99;Single N-Channel Power MOSFET 40V, 362A, 0.7mΩ;N-Channel;Single;40;0.7;362;149;20;Silicon;DFN5 5x6, 1.27P (SO−8FL);9400;2;;;1.1;;4600;140;;174;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTTFS5D9N08H;https://www.onsemi.com/download/data-sheet/pdf/NTTFS5D9N08H-D.PDF;NTTFS5D9N08HTWG;0.80;N-Channel Shielded Gate PowerTrench<sup>®</sup> MOSFET 80 V, 84 A, 5.9 mΩ;N-Channel;Single;80;5.9;84;31;20;Silicon;PQFN-8;2040;4;2.7;;;;303;12;6.8;28;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTMFS4C13N;https://www.onsemi.com/download/data-sheet/pdf/NTMFS4C13N-D.PDF;NTMFS4C13NT1G;0.35;Single N-Channel Power MOSFET 30V, 38A, 9.1mΩ;N-Channel;Single;30;9.1;38;6.6;20;Silicon;SO-8FL / DFN-5;770;2.1;21.6;;13.8;20.8;443;127;3.7;9.7;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NTTFS002N04CL;https://www.onsemi.com/download/data-sheet/pdf/NTTFS002N04CL-D.PDF;NTTFS002N04CLTAG;0.81;Power MOSFET, 40V, 2.2mOhm, 142A, Single N-Channel;N-Channel;Single;40;2.2;142;49;20;Silicon;WDFN-8;2940;2;3.2;;3.5;;1260;47;7.4;43;Standard;;FALSE;FALSE;TRUE;TRUE;Active
FDBL86066-F085;https://www.onsemi.com/download/data-sheet/pdf/FDBL86066-F085-D.PDF;FDBL86066-F085;1.51;N-Channel PowerTrench<sup>®</sup> MOSFET, 100 V, 240 A, 4.1 mΩ;N-Channel;Single;100;4.1;240;47;20;Silicon;TO-LL 8L;3240;2.9;300;;;;1950;26;10;243;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMFD024N06C;https://www.onsemi.com/download/data-sheet/pdf/NTMFD024N06C-D.PDF;NTMFD024N06CT1G;1.00;Power MOSFET Power, N-Channel, DUAL SO8FL, 60 V, 22.6 mΩ, 24 A;N-Channel;Dual Series;60;22.6;24;5.7;20;Silicon;SO-8FL Dual / DFN-8;333;4;28;;;;225;5.05;;11;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFS5C406NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5C406NL-D.PDF;NVMFS5C406NLWFT1G;2.09;Single N-Channel Power MOSFET 40V, 362A, 0.7mΩ;N-Channel;Single;40;0.7;362;149;20;Silicon;DFNW5 5x6 (FULL-CUT SO8FL WF);9400;2;;;1.1;;4600;140;;174;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
